-157|-307|1535770740968|1535774340968|-9404395
80|242|1535848848619|1535852448619|-14932101
-95|-414|1535759330304|1535762930304|-2210074
-223|-483|1535756509957|1535760109957|-192745
-163|-320|1535759377896|1535762977896|-7332619
-169|-427|1535756490885|1535760090885|-8892886
-497|-101|1535759928872|1535763528872|-15777642
-208|-260|1535756588397|1535760188397|-8857335
172|51|1535768926983|1535772526983|-3152300
-83|-439|1535758684855|1535762284855|-11350058
